item_no,title,brand,category_id,size_id,condition,color,secondary_color,price,sku,quantity,era,era_evidence,material,material_source,defects,defect_severity,Shipping weight,Shipping weight unit,Domestic shipping price,Worldwide shipping price,Free domestic shipping,Free worldwide shipping,Tags,Who made,When made,Smart pricing,Smart pricing price,Accept offers,Is auction,Auction starting price,Cost of Goods,Internal note,description,price_source,price_basis,flags
025,Y2K Corset Bustier Navy Womens Lace Up Boned Rhinestone Basque Vintage,,160b6822-2a37-36b5-95f9-21900af04859,,VeryGood,Navy,,14.99,VWM - Women's Y2K Mix,1,2000s,Boned panels with rhinestone-scattered lace insets and a full column of lacing eyelets - Y2K going-out corsetry.,Cotton blend with elastane,estimated - no composition tag photographed,None,None,260,Grams,2.95,,FALSE,FALSE,y2k|corset|bustier|navy|womens|lace|up|boned|rhinestone|basque|vintage,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Bustier | Neckline: Square Neck | Sleeve length: Sleeveless,"Very Good Condition
Size: See measurements on the images
Era: 2000s

🧵Material: Cotton blend with elastane
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Y2K corset bustier in navy with rhinestone-scattered lace insets and vertical boning through every panel. Shaped bust cups and a full column of lacing eyelets, measuring about 21in in total length.",owner,,"CHECK ONE PIECE OR TWO - certainly corsetry: boned, cupped, with lacing eyelets. The photographs show an upper cupped section and a flared lower section laid apart, and the contact sheet cannot settle whether that is one longline corset opened out or a corset with a matching skirt. Worth a ten-second look at the garment. SIZE NOT SET - ledger size blank and no size label appears in the photographs."
026,Waist Gang Society Waist Trainer Black Lace Womens XS Underbust Corset Cincher,Waist Gang Society,160b6822-2a37-36b5-95f9-21900af04859,02d57f77-78f5-0f68-8e09-b5a195e78035,VeryGood,Black,,16.99,VWM - Women's Y2K Mix,1,2010s,"Waist Gang Society label, HECHO EN COLOMBIA, sized TALLA XS / EUR 34 - the Colombian waist training label of the mid-2010s.",Nylon and spandex,ledger states nylon and spandex,None,None,250,Grams,2.95,,FALSE,FALSE,waist gang society|waist|gang|society|trainer|black|lace|womens|xs|underbust|corset|cincher,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Waist Trainer,"Very Good Condition
Size: 28/29 (Measurements provided on the images)
Era: 2010s

🧵Material: Nylon and spandex
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Waist Gang Society waist trainer in black with a floral lace overlay, three rows of hook-and-eye fastenings down the front and flexible boning through the panels. Colombian made, shaped to nip the waist under clothing.",owner,,"RENAMED - ledger said 'Women's Dress', size 28/29. It is a Waist Gang Society waist trainer tagged XS / EUR 34, so the tag's XS was used - 28/29 has no legal id in any Crosslist size group here."
027,Waist Trainer Purple Latex Womens XS Underbust Corset Waist Cincher Body Shaper,,160b6822-2a37-36b5-95f9-21900af04859,02d57f77-78f5-0f68-8e09-b5a195e78035,VeryGood,Purple,Black,13.99,VWM - Women's Y2K Mix,1,2010s,"Latex-look bonded panels with a black binding, hook-and-eye front and flexible boning - the same Colombian-style build as the two YIANNA trainers in this batch.",Latex core with a cotton-blend lining,"estimated - construction matches items 24 and 28, no tag photographed on this one",One speckle of a mark on the back - indistinct and hard to notice (see images),Minor,240,Grams,2.95,,FALSE,FALSE,waist|trainer|purple|latex|womens|xs|underbust|corset|cincher|body|shaper,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Waist Trainer,"Very Good Condition
Size: XS (Measurements provided on the images)
Era: 2010s

🧵Material: Latex core with a cotton-blend lining
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Latex waist trainer in bright purple with contrast black binding, a single row of hook-and-eye fastenings down the front and flexible boning through the panels. Shaped to nip the waist under clothing. One speckle of a mark on the back - indistinct and hard to notice (see images).",owner,,"RENAMED - ledger said 'Women's Miniskirt'. It is a latex waist trainer. No brand label was photographed, so Brand is left empty rather than assumed from the matching build."
028,YIANNA Waist Trainer Black Latex Womens XS Underbust Corset Cincher Straps,YIANNA,160b6822-2a37-36b5-95f9-21900af04859,02d57f77-78f5-0f68-8e09-b5a195e78035,VeryGood,Black,,17.99,VWM - Women's Y2K Mix,1,2010s,"YIANNA sewn brand label with a latex-core composition tag sized XS - the mid-2010s latex waist trainer, this one with detachable shoulder straps.","Lining: 96% Cotton / 4% Spandex, Core: 100% Latex",composition tag photographed and read (IMG_1572),None,None,250,Grams,2.95,,FALSE,FALSE,yianna|waist|trainer|black|latex|womens|xs|underbust|corset|cincher|straps,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Waist Trainer,"Very Good Condition
Size: XS (Measurements provided on the images)
Era: 2010s

🧵Material: Lining: 96% Cotton / 4% Spandex, Core: 100% Latex
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: YIANNA latex waist trainer in black with three rows of hook-and-eye fastenings down the front, flexible steel boning through the panels and detachable adjustable shoulder straps. Latex core with a cotton-blend lining.",owner,,"RENAMED - ledger said 'Yana K Women's Miniskirt'. It is a YIANNA latex waist trainer, tagged XS to match the ledger. The ledger's 96% cotton / 4% spandex is the lining only; the same tag also reads Core: Latex 100%, which matters to a buyer, so the full reading is carried."
029,Maidenform Waist Cincher Beige Vintage Womens Medium Brocade Waist Nipper,Maidenform,160b6822-2a37-36b5-95f9-21900af04859,fb288854-9af5-1e28-20b7-2837ee7b6aed,VeryGood,Beige,,12.99,VWM - Women's Y2K Mix,1,1990s,"Maidenform's woven M label on a champagne floral brocade with vertical boning channels and a hook front - the waist nipper Maidenform has run for decades, this label style pointing to the 1990s.",Nylon blend brocade,estimated - no composition tag photographed,None,None,200,Grams,2.95,,FALSE,FALSE,maidenform|waist|cincher|beige|vintage|womens|medium|brocade|nipper,SomeoneElse,From1990s,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Waist Cincher,"Very Good Condition
Size: Medium (Measurements provided on the images)
Era: 1990s

🧵Material: Nylon blend brocade
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Vintage Maidenform waist cincher in champagne beige with an all-over floral brocade and vertical boning through the panels. Measures about 13.5in flat across and 11.5in deep - a waist nipper worn under clothing, not a skirt.",owner,,RENAMED - ledger said 'Maidenform Half Slip (skirt or slip - to confirm)' and asked for a decision. At 11.5in deep with boning channels and a hook front it is a waist cincher; a half slip would be 20in or more and unboned.
030,Pendleton Cardigan Red Vintage Wool Womens Size 12 Cropped Jacket Made In USA,Pendleton,bd8faf62-88ba-8f4c-28e7-6d76f491596f,b896e70a-0bd6-018f-731f-07ba20f01b6e,VeryGood,Red,Silver,24.99,VWM - Women's Y2K Mix,1,Before 2007 - 1960s to 1970s,"Pendleton woven script label with a MADE IN U.S.A. dry-clean tag, a boxy cropped body and faceted silver-tone shank buttons - the label's mid-century women's knit rather than any later run.",Virgin wool,"estimated - label photographed, composition not legible",None,None,520,Grams,2.95,,FALSE,FALSE,pendleton|cardigan|red|vintage|wool|womens|size|12|cropped|jacket|made|usa,SomeoneElse,Before2007,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Cardigan | Neckline: Round Neck | Sleeve length: Long Sleeve,"Very Good Condition
Size: 12 (Measurements provided on the images)
Era: Before 2007 - 1960s to 1970s

🧵Material: Virgin wool
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Vintage Pendleton wool cardigan jacket in bright red with a rounded notch collar and faceted silver-tone shank buttons down the front. Cropped boxy cut with bracelet-length sleeves. Made in USA.",owner,,
031,Urban Outfitters Crop Top Orange Womens Small Shirred Bandeau Rust Summer Cami,Urban Outfitters,342f3348-612c-6d04-425d-b46d04c8435e,0a197135-09d9-7a16-9bc8-9fe09264a06a,VeryGood,Orange,,12.99,VWM - Women's Y2K Mix,1,2010s,Urban Outfitters woven label on a fully shirred cotton body with a ruffle trim - the label's 2010s festival crop top.,Cotton,estimated - no composition tag photographed,None,None,150,Grams,2.95,,FALSE,FALSE,urban outfitters|urban|outfitters|crop|top|orange|womens|small|shirred|bandeau|rust|summer|cami,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Cami | Neckline: Square Neck | Sleeve length: Sleeveless,"Very Good Condition
Size: Small (no size label - owner's estimate, unconfirmed) (Measurements provided on the images)
Era: 2010s

🧵Material: Cotton
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Urban Outfitters crop top in dark burnt orange with a fully shirred stretch body and ruffle trim at the bust and hem. Fine adjustable ties at the shoulder.",owner,,
032,Vigoss Y2K Denim Shorts Blue Womens Size 16 Embellished Bling Pocket Hot Pants,Vigoss,0775c812-18b6-3a19-7571-28e35f6e0919,56e831c3-9d80-8f60-8607-aef663a28e0b,VeryGood,Blue,,16.99,VWM - Women's Y2K Mix,1,2010s,Vigoss branded waistband with heavily rhinestoned and embroidered flap back pockets - the label's 2010s embellished denim.,Cotton denim with elastane,estimated - no composition tag photographed,None,None,320,Grams,2.95,,FALSE,FALSE,vigoss|y2k|denim|shorts|blue|womens|size|16|embellished|bling|pocket|hot|pants,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Hot Pants,"Very Good Condition
Size: 15/16 (US junior sizing - approx. UK 16), 3.5in inseam (Measurements provided on the images)
Era: 2010s

🧵Material: Cotton denim with elastane
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Vigoss denim shorts in a light faded blue wash with rhinestone and embroidery detailing across the flap back pockets. Five-pocket cut with a raw turn-up hem and a 3.5in inseam.",owner,,
033,Calvin Klein Tie Purple Mens Silk Vintage Plain Solid Necktie Formal Wedding,Calvin Klein,8bd55587-9aee-7bf6-0bff-c4ad3a792984,,VeryGood,Purple,,9.99,VWM - Women's Y2K Mix,1,2000s,Calvin Klein's plain woven keeper label on a solid slim-blade tie - the label's 2000s formal line.,Silk,estimated - no composition tag photographed,None,None,100,Grams,2.95,,FALSE,FALSE,calvin klein|calvin|klein|tie|purple|mens|silk|vintage|plain|solid|necktie|formal|wedding,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Unisex Adults | Style: Necktie,"Very Good Condition
Size: One size (Measurements provided on the images)
Era: 2000s

🧵Material: Silk
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Calvin Klein necktie in solid deep purple with a subtle woven sheen. Slim blade, keeper loop and a self-fabric tipping.",owner,,
034,Birkenstock Arizona Sandals Rose Gold Womens UK 2 EU 34 Copper Two Strap,Birkenstock,8ca295e3-4da1-60b0-9788-b5ab12598d45,e097cb28-240e-3a14-3d6c-97e36b74807c,VeryGood,Gold,Brown,29.99,SF - Birkenstock,1,2010s,"The metallic copper Arizona on the white EVA-look sole, a colourway Birkenstock ran through the 2010s.",Leather upper with cork footbed,estimated - no composition tag photographed,"Inner footbed a bit worn with dark marks, believed to be water damage. Exterior: bottom soles, leather and cork all in very good condition",Minor,820,Grams,2.95,,FALSE,FALSE,birkenstock|arizona|sandals|rose|gold|womens|uk|2|eu|34|copper|two|strap,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,,Department: Women | Style: Slide,"Very Good Condition
Size: EU 34 (UK 2) (Measurements provided on the images)
Era: 2010s

🧵Material: Leather upper with cork footbed
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Birkenstock Arizona two-strap sandals in metallic rose gold with adjustable buckle straps over a contoured cork footbed. Inner footbed a bit worn with dark marks, believed to be water damage. Exterior: bottom soles, leather and cork all in very good condition.",owner,,"SIZE ROUNDED - ledger gives EU 34, which is UK 1.5 on Birkenstock's own chart. Crosslist's Women's shoes group starts at UK 2, so UK 2 was used. Title and description both state EU 34. NO COST RATE - cost-rates.csv has no row for 'SF - Birkenstock'; owner said he would supply the Birkenstock cost later."
035,Ralph Lauren Y2K Jumper Orange Womens Size 8 10 Cotton Crew Neck Sweater,Ralph Lauren,b37101d8-8d9e-0f1f-0948-ac72e18fa171,817dd165-3eaf-7207-04a6-cb04886d7fc7,Fair,Orange,Navy,9.99,VWM - Women's Y2K Mix,1,2000s,Polo by Ralph Lauren blue label with the navy chest pony on a fine cotton crew knit - the 2000s Polo women's knit.,Cotton knit,estimated - composition tag photographed but not legible,Marks on the front (see images),Major,420,Grams,2.95,,FALSE,FALSE,ralph lauren|ralph|lauren|y2k|jumper|orange|womens|size|8|10|cotton|crew|neck|sweater,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Pullover | Neckline: Crew Neck | Sleeve length: Long Sleeve,"Satisfactory Condition
Size: 8-10 (Measurements provided on the images)
Era: 2000s

🧵Material: Cotton knit
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Ralph Lauren crew neck jumper in bright orange with the navy embroidered pony at the chest. Fine cotton knit with a ribbed neckline, cuffs and hem. Marks on the front (see images).",owner,,
036,Nike Y2K Track Bottoms Teal Womens Large Vintage Woven Trackies Side Stripe,Nike,729c0daf-04f6-8c9c-0bd6-9706f8013207,903b02f6-1f5a-36ed-6620-bfae7fb51f8f,VeryGood,Turquoise,White,19.99,VWM - Women's Y2K Mix,1,2000s,Small embroidered swoosh at the hip on a lightweight woven shell with a single white stripe down the outer leg - the 2000s Nike woven track pant.,Nylon,estimated - composition tag photographed but not legible,None,None,400,Grams,2.95,,FALSE,FALSE,nike|y2k|track|bottoms|teal|womens|large|vintage|woven|trackies|side|stripe,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Track Pants | Outer Shell Material: Nylon,"Very Good Condition
Size: Large (12-14) Women's (Measurements provided on the images)
Era: 2000s

🧵Material: Nylon
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Nike woven track bottoms in teal with a single white stripe down each outer leg and a small embroidered swoosh at the hip. Elasticated drawcord waist, side pockets and a zipped ankle vent.",owner,,
037,Vigoss Y2K Capri Jeans Blue Womens Size 12 Three Quarter Cropped Embellished,Vigoss,8777c2fa-0018-2987-2c70-5fc5d482539b,b896e70a-0bd6-018f-731f-07ba20f01b6e,VeryGood,Blue,,14.99,VWM - Women's Y2K Mix,1,2010s,Vigoss branded waistband with embroidered and rhinestoned flap back pockets and thick contrast topstitching - the label's 2010s embellished denim.,Cotton denim with elastane,estimated - no composition tag photographed,None,None,450,Grams,2.95,,FALSE,FALSE,vigoss|y2k|capri|jeans|blue|womens|size|12|three|quarter|cropped|embellished,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Capri,"Very Good Condition
Size: Size 8 (waist approx. 30in), 21in inseam (Measurements provided on the images)
Era: 2010s

🧵Material: Cotton denim with elastane
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Vigoss capri jeans in a light faded blue wash with embroidery and rhinestone detailing across the flap back pockets. Five-pocket cut with a 21in inseam and a cropped three-quarter leg.",owner,,"SIZE SYSTEM - ledger gives 'Size 8 (waist approx. 30in)'. A 30in waist is US 8, which is UK 12 on the same Crosslist row, so the US 8 / UK 12 id was used rather than the UK 8 one."
038,True Religion Y2K Jeans Blue Turquoise Womens Straight Leg Flap Pocket Denim,True Religion,15fcb983-043b-67e5-131e-fe8c3f7e8b9d,,VeryGood,Turquoise,,29.99,VWM - Women's Y2K Mix,1,2000s to 2010s,True Religion's World Tour horseshoe flap label at the back waist with the thick contrast stitching the brand runs - the cut and label have carried from the mid-2000s into the 2010s and nothing here narrows it further.,Cotton twill,estimated - no composition tag photographed,None,None,520,Grams,2.95,,FALSE,FALSE,true religion|true|religion|y2k|jeans|blue|turquoise|womens|straight|leg|flap|pocket|denim,SomeoneElse,From2007To2009,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Straight Leg,"Very Good Condition
Size: See measurements on the images
Era: 2000s to 2010s

🧵Material: Cotton twill
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: True Religion trousers in bright turquoise cotton twill with the signature flap back pockets and thick contrast topstitching. Five-pocket cut with a branded shank button and a straight leg.",owner,,SIZE NOT SET - ledger size blank; the True Religion flap label photographed is not legible at this resolution.
039,True Religion Y2K Jeans Blue Womens Waist 24 Bootcut Flap Pocket Denim Low Rise,True Religion,91c006ba-7db1-4bf7-7856-f11fad4526e2,54734122-89e5-5be8-7871-d53c5ce3861d,VeryGood,Blue,,29.99,VWM - Women's Y2K Mix,1,2000s,True Religion's horseshoe-stitched flap back pockets with the World Tour patch and heavy gold contrast stitching - the label's mid-2000s low-rise bootcut.,Cotton denim,estimated - no composition tag photographed,None,None,560,Grams,2.95,,FALSE,FALSE,true religion|true|religion|y2k|jeans|blue|womens|waist|24|bootcut|flap|pocket|denim|low|rise,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Boot Cut,"Very Good Condition
Size: 24 (waist) (Measurements provided on the images)
Era: 2000s

🧵Material: Cotton denim
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Y2K True Religion jeans in a mid blue wash with the signature horseshoe-stitched flap back pockets and heavy contrast topstitching. Low-rise five-pocket cut with a boot cut leg.",owner,,
040,Ralph Lauren Shirt Pink Womens Size 6 Oxford Button Down Slim Fit Long Sleeve,Ralph Lauren,ccf577d4-1398-7c82-2ea9-569848ab636e,808d6bf9-a57f-68f6-84b1-75dd78365695,Good,Pink,,12.00,VWM - Women's Y2K Mix,1,2010s,Neck label reading SUPER SLIM FIT under the Ralph Lauren wordmark - that fit name dates the shirt to the 2010s rather than the earlier Custom or Classic runs.,Cotton oxford,estimated - no composition tag photographed,Pink marks on the front (see images),Minor,300,Grams,2.95,,FALSE,FALSE,ralph lauren|ralph|lauren|shirt|pink|womens|size|6|oxford|button|down|slim|fit|long|sleeve,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Type: Button-Up | Neckline: Collared | Sleeve length: Long Sleeve,"Good Vintage Condition
Size: 6 (Measurements provided on the images)
Era: 2010s

🧵Material: Cotton oxford
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Ralph Lauren oxford shirt in soft pink with the embroidered pony at the chest. Button-down collar, full button placket, a single-button cuff and a curved shirt tail hem. Super Slim Fit. Pink marks on the front (see images).",owner,,
041,Y Jeans Y2K Bootcut Blue Womens Size 00 UK 4 Low Rise Flare Denim Embellished,Y Jeans,91c006ba-7db1-4bf7-7856-f11fad4526e2,7be05fd5-6f06-5983-2155-27b597188fe2,VeryGood,Blue,,12.99,VWM - Women's Y2K Mix,1,2010s,"Y Jeans Los Angeles neck-of-waistband label sized 00, with thick white contrast stitching and studded flap back pockets - 2010s Los Angeles bling denim.",Cotton denim with elastane,estimated - no composition tag photographed,None,None,540,Grams,2.95,,FALSE,FALSE,y jeans|y|jeans|y2k|bootcut|blue|womens|size|00|uk|4|low|rise|flare|denim|embellished,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Boot Cut,"Very Good Condition
Size: 00 (US double-zero = UK 4, waist approx. 23-24in) (Measurements provided on the images)
Era: 2010s

🧵Material: Cotton denim with elastane
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Y Jeans bootcut jeans in a mid blue wash with heavy white contrast topstitching and studded flap back pockets. Low-rise five-pocket cut with a long flared leg.",owner,,"BRAND FILLED FROM PHOTO - ledger says 'brand unclear'; the waistband label reads Y JEANS, LOS ANGELES, size 00 (IMG_1698)."
042,Juicy Couture Y2K Track Pants Peach Velour Womens XL Vintage Bottoms Rhinestone,Juicy Couture,729c0daf-04f6-8c9c-0bd6-9706f8013207,3d0d4408-03e4-6ea2-7468-c9d4a5540d55,VeryGood,Apricot,,22.99,VWM - Women's Y2K Mix,1,2000s,Juicy Couture's woven pink label at the waistband with the rhinestone JUICY across the back - the mid-2000s velour tracksuit bottom.,Cotton and polyester velour,estimated - composition tag photographed but not legible,None,None,460,Grams,2.95,,FALSE,FALSE,juicy couture|juicy|couture|y2k|track|pants|peach|velour|womens|xl|vintage|bottoms|rhinestone,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Track Pants,"Very Good Condition
Size: XL (Measurements provided on the images)
Era: 2000s

🧵Material: Cotton and polyester velour
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Y2K Juicy Couture velour track bottoms in peach with a rhinestone JUICY logo across the back. Elasticated drawcord waist, side pockets and a wide flared leg.",owner,,
043,Juicy Couture Y2K Track Pants Purple Velour Womens Vintage Crushed Bottoms Logo,Juicy Couture,729c0daf-04f6-8c9c-0bd6-9706f8013207,,VeryGood,Purple,,24.99,VWM - Women's Y2K Mix,1,2000s,Crushed velour with the tonal Juicy crest embroidered at the hip and a contrast waistband - the mid-2000s Juicy tracksuit bottom.,Cotton and polyester velour,estimated - no composition tag photographed,None,None,470,Grams,2.95,,FALSE,FALSE,juicy couture|juicy|couture|y2k|track|pants|purple|velour|womens|vintage|crushed|bottoms|logo,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Track Pants,"Very Good Condition
Size: See measurements on the images
Era: 2000s

🧵Material: Cotton and polyester velour
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Y2K Juicy Couture crushed velour track bottoms in deep purple with a tonal embroidered Juicy crest at the hip. Contrast ribbed waistband with a drawcord and a wide flared leg.",owner,,SIZE NOT SET - ledger size blank and no size label appears in the photographs.
044,Silver Jeans Denim Shorts Blue Womens Waist 31 Suki Mid Short Dark Wash Bermuda,Silver Jeans Co.,0775c812-18b6-3a19-7571-28e35f6e0919,71d7e56c-0737-3a55-5936-6639f3aa3756,VeryGood,Blue,,16.99,VWM - Women's Y2K Mix,1,2010s,"Silver Jeans Co. branded waistband and back-pocket S stitch on the Suki fit, a mid-rise style the label has run since the 2010s.",Cotton denim with elastane,estimated - no composition tag photographed,None,None,340,Grams,2.95,,FALSE,FALSE,silver jeans co.|silver|jeans|denim|shorts|blue|womens|waist|31|suki|mid|short|dark|wash|bermuda,SomeoneElse,From2010To2019,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Bermuda,"Very Good Condition
Size: Waist 31 (Measurements provided on the images)
Era: 2010s

🧵Material: Cotton denim with elastane
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Silver Jeans Co. Suki Mid Short in a dark blue wash with contrast stitching and the signature S embroidery across the back pockets. Mid-rise five-pocket cut with a turn-up hem.",owner,,
045,Dominique Y2K Bustier Bra Black Lace 32A Strapless Longline Corset Bridal,Dominique,50c859ef-6643-4faf-1f4f-903ee3c155cc,ca84106f-7843-7f9b-474a-94a486fe9972,VeryGood,Black,,8.99,VWM - Women's Y2K Mix,1,2000s,Dominique woven label inside a boned strapless longline cup - the American bridal foundation label's long-running bustier.,Nylon and lace,estimated - no composition tag photographed,None,None,210,Grams,2.95,,FALSE,FALSE,dominique|y2k|bustier|bra|black|lace|32a|strapless|longline|corset|bridal,SomeoneElse,From2000To2006,FALSE,,TRUE,FALSE,,5.23,Department: Women | Style: Bustier | Neckline: Square Neck | Sleeve length: Sleeveless,"Very Good Condition
Size: 32A (Measurements provided on the images)
Era: 2000s

🧵Material: Nylon and lace
🚚 Quick Delivery
📦 Guaranteed Authenticity With Milltown Archive

Item Description: Dominique strapless longline bustier bra in black with an all-over floral lace overlay and moulded seamed cups. Boned body, front busk closure and a scalloped hem, ending at the waist.",owner,,"RENAMED - ledger said 'Women's Bra'. It is a strapless longline bustier, which is the term buyers search for and the higher-value one. Ledger also left Condition and SKU empty: Condition set to VeryGood from the photographs, SKU set to the batch default VWM - Women's Y2K Mix. Brand read from the label (IMG_1847)."
